title,media,date,datetime,desc,link,img
LIVE Powerlifting World Classic Open Championships | Men's 105kg & 120kg GROUP A,YouTube,1 hour ago,2023-06-17 17:21:25.968135,"Get ready for the powerlifting event of the year! The International Powerlifting Federation celebrates, for the first time ever in Malta, the 2023 IPF World...",https://www.youtube.com/watch?v=TH8HKvMIuGM,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Military investigates sexual misconduct allegation against Snowbirds pilot,CP24,2 hours ago,2023-06-17 16:21:25.980137,The Royal Canadian Air Force says it is investigating a sexual misconduct allegation against a Snowbirds pilot.,https://www.cp24.com/news/military-investigates-sexual-misconduct-allegation-against-snowbirds-pilot-1.6445402,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ecuadorean woman who revived during her wake is dead after a week in intensive care at a hospital,CTV News,2 hours ago,2023-06-17 16:21:25.993127,A 76-year-old woman who had been declared dead and surprised her relatives by knocking on her coffin during her wake earlier this month has died after seven...,https://www.ctvnews.ca/world/ecuadorean-woman-who-revived-during-her-wake-is-dead-after-a-week-in-intensive-care-at-a-hospital-1.6445400,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Haiti crisis: Dominican Republic, Canada disagree over police aid",CTV News,2 hours ago,2023-06-17 16:21:26.007128,"As Haiti's police struggle to contain powerful armed gangs, a disagreement between the Dominican Republic and Canada spilled out into the public on Friday,...",https://www.ctvnews.ca/canada/dominican-republic-canada-disagree-over-haitian-police-aid-office-1.6445395,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
A popular wellness bar is coming soon to Mississauga | insauga,Insauga.com,2 hours ago,2023-06-17 16:21:26.019124,Calling all health foodies! A popular wellness blend bar has announced that its newest franchise will be opening in Mississauga.,https://www.insauga.com/a-popular-wellness-bar-is-coming-soon-to-mississauga/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Heat wave has U.S. South sweltering,CP24,3 hours ago,2023-06-17 15:21:26.030886,Communities from Houston to New Orleans opened cooling centers to bring relief as steamy hot temperatures settled across a broad swath of the U.S. South on...,https://www.cp24.com/world/heat-wave-has-u-s-south-sweltering-1.6445364,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
TD Bank says outage that halted direct deposits has been resolved,CP24,3 hours ago,2023-06-17 15:21:26.041612,TD Bank says it has fixed the technical problems that kept some account holders from getting paid on Friday. A representative for the bank says the outage...,https://www.cp24.com/news/td-bank-says-outage-that-halted-direct-deposits-has-been-resolved-1.6445357,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Nikki Haley calls husband’s National Guard deployment a ‘moment of pride’,CNN,3 hours ago,2023-06-17 15:21:26.053599,Republican presidential candidate Nikki Haley said Saturday that while it was difficult having her husband deploy to Africa with the South Carolina Army...,https://www.cnn.com/2023/06/17/politics/nikki-haley-michael-deployment-ceremony-africa/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Millions remain under severe storm threat as one Texas town digs out after a deadly tornado,CNN,6 mins ago,2023-06-17 18:15:26.978905,A heightened risk of severe weather is expected across a large swath of the southern United States on Saturday and Sunday – days after storms cut a deadly...,https://www.cnn.com/2023/06/16/weather/perryton-texas-tornado-friday/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"WestJet to shut down Sunwing Airlines, merge it with mainline business",CTV News,9 mins ago,2023-06-17 18:12:26.980905,WestJet will wind down Sunwing Airlines and integrate the low-cost carrier into its mainline business within two years as part of a strategy to streamline...,https://www.ctvnews.ca/business/westjet-to-shut-down-sunwing-airlines-merge-it-with-mainline-business-1.6445284,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
LIVE Powerlifting World Classic Open Championships | Men's 105kg & 120kg GROUP A,YouTube,1 hour ago,2023-06-17 17:21:26.993904,"Get ready for the powerlifting event of the year! The International Powerlifting Federation celebrates, for the first time ever in Malta, the 2023 IPF World...",https://www.youtube.com/watch?v=TH8HKvMIuGM,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Military investigates sexual misconduct allegation against Snowbirds pilot,CP24,2 hours ago,2023-06-17 16:21:27.005912,The Royal Canadian Air Force says it is investigating a sexual misconduct allegation against a Snowbirds pilot.,https://www.cp24.com/news/military-investigates-sexual-misconduct-allegation-against-snowbirds-pilot-1.6445402,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ecuadorean woman who revived during her wake is dead after a week in intensive care at a hospital,CTV News,2 hours ago,2023-06-17 16:21:27.016905,A 76-year-old woman who had been declared dead and surprised her relatives by knocking on her coffin during her wake earlier this month has died after seven...,https://www.ctvnews.ca/world/ecuadorean-woman-who-revived-during-her-wake-is-dead-after-a-week-in-intensive-care-at-a-hospital-1.6445400,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Haiti crisis: Dominican Republic, Canada disagree over police aid",CTV News,2 hours ago,2023-06-17 16:21:27.027904,"As Haiti's police struggle to contain powerful armed gangs, a disagreement between the Dominican Republic and Canada spilled out into the public on Friday,...",https://www.ctvnews.ca/canada/dominican-republic-canada-disagree-over-haitian-police-aid-office-1.6445395,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
A popular wellness bar is coming soon to Mississauga | insauga,Insauga.com,2 hours ago,2023-06-17 16:21:27.039045,Calling all health foodies! A popular wellness blend bar has announced that its newest franchise will be opening in Mississauga.,https://www.insauga.com/a-popular-wellness-bar-is-coming-soon-to-mississauga/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Heat wave has U.S. South sweltering,CP24,3 hours ago,2023-06-17 15:21:27.051053,Communities from Houston to New Orleans opened cooling centers to bring relief as steamy hot temperatures settled across a broad swath of the U.S. South on...,https://www.cp24.com/world/heat-wave-has-u-s-south-sweltering-1.6445364,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
TD Bank says outage that halted direct deposits has been resolved,CP24,3 hours ago,2023-06-17 15:21:27.061572,TD Bank says it has fixed the technical problems that kept some account holders from getting paid on Friday. A representative for the bank says the outage...,https://www.cp24.com/news/td-bank-says-outage-that-halted-direct-deposits-has-been-resolved-1.6445357,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Nikki Haley calls husband’s National Guard deployment a ‘moment of pride’,CNN,3 hours ago,2023-06-17 15:21:27.073569,Republican presidential candidate Nikki Haley said Saturday that while it was difficult having her husband deploy to Africa with the South Carolina Army...,https://www.cnn.com/2023/06/17/politics/nikki-haley-michael-deployment-ceremony-africa/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Millions remain under severe storm threat as one Texas town digs out after a deadly tornado,CNN,6 mins ago,2023-06-17 18:15:27.697788,A heightened risk of severe weather is expected across a large swath of the southern United States on Saturday and Sunday – days after storms cut a deadly...,https://www.cnn.com/2023/06/16/weather/perryton-texas-tornado-friday/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"WestJet to shut down Sunwing Airlines, merge it with mainline business",CTV News,9 mins ago,2023-06-17 18:12:27.700788,WestJet will wind down Sunwing Airlines and integrate the low-cost carrier into its mainline business within two years as part of a strategy to streamline...,https://www.ctvnews.ca/business/westjet-to-shut-down-sunwing-airlines-merge-it-with-mainline-business-1.6445284,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
LIVE Powerlifting World Classic Open Championships | Men's 105kg & 120kg GROUP A,YouTube,1 hour ago,2023-06-17 17:21:27.710788,"Get ready for the powerlifting event of the year! The International Powerlifting Federation celebrates, for the first time ever in Malta, the 2023 IPF World...",https://www.youtube.com/watch?v=TH8HKvMIuGM,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Military investigates sexual misconduct allegation against Snowbirds pilot,CP24,2 hours ago,2023-06-17 16:21:27.722788,The Royal Canadian Air Force says it is investigating a sexual misconduct allegation against a Snowbirds pilot.,https://www.cp24.com/news/military-investigates-sexual-misconduct-allegation-against-snowbirds-pilot-1.6445402,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ecuadorean woman who revived during her wake is dead after a week in intensive care at a hospital,CTV News,2 hours ago,2023-06-17 16:21:27.733788,A 76-year-old woman who had been declared dead and surprised her relatives by knocking on her coffin during her wake earlier this month has died after seven...,https://www.ctvnews.ca/world/ecuadorean-woman-who-revived-during-her-wake-is-dead-after-a-week-in-intensive-care-at-a-hospital-1.6445400,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Haiti crisis: Dominican Republic, Canada disagree over police aid",CTV News,2 hours ago,2023-06-17 16:21:27.744794,"As Haiti's police struggle to contain powerful armed gangs, a disagreement between the Dominican Republic and Canada spilled out into the public on Friday,...",https://www.ctvnews.ca/canada/dominican-republic-canada-disagree-over-haitian-police-aid-office-1.6445395,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
A popular wellness bar is coming soon to Mississauga | insauga,Insauga.com,2 hours ago,2023-06-17 16:21:27.755303,Calling all health foodies! A popular wellness blend bar has announced that its newest franchise will be opening in Mississauga.,https://www.insauga.com/a-popular-wellness-bar-is-coming-soon-to-mississauga/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Heat wave has U.S. South sweltering,CP24,3 hours ago,2023-06-17 15:21:27.766309,Communities from Houston to New Orleans opened cooling centers to bring relief as steamy hot temperatures settled across a broad swath of the U.S. South on...,https://www.cp24.com/world/heat-wave-has-u-s-south-sweltering-1.6445364,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
TD Bank says outage that halted direct deposits has been resolved,CP24,3 hours ago,2023-06-17 15:21:27.777310,TD Bank says it has fixed the technical problems that kept some account holders from getting paid on Friday. A representative for the bank says the outage...,https://www.cp24.com/news/td-bank-says-outage-that-halted-direct-deposits-has-been-resolved-1.6445357,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Nikki Haley calls husband’s National Guard deployment a ‘moment of pride’,CNN,3 hours ago,2023-06-17 15:21:27.791311,Republican presidential candidate Nikki Haley said Saturday that while it was difficult having her husband deploy to Africa with the South Carolina Army...,https://www.cnn.com/2023/06/17/politics/nikki-haley-michael-deployment-ceremony-africa/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Daily Pilot e-newspaper: Saturday, June 17, 2023",Los Angeles Times,2 hours ago,2023-06-17 16:21:51.552096,"The Daily Pilot's e-newspaper includes Saturday's coverage of Newport Beach, Huntington Beach, Costa Mesa, Laguna Beach, Fountain Valley and other parts of...",https://www.latimes.com/socal/daily-pilot/news/story/2023-06-17/daily-pilot-e-newspaper-saturday-june-17-2023,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Jang-e-Azadi memorial probe not an attack on media: Bhagwant Mann,Hindustan Times,2 hours ago,2023-06-17 16:21:51.563602,Punjab CM Bhagwant Mann has said vigilance bureau calling an influential person for swindling funds in the Jang-e-Azadi memorial building was not attack on...,https://www.hindustantimes.com/cities/chandigarh-news/jangeazadi-memorial-probe-not-an-attack-on-media-bhagwant-mann-101687030092573.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Behind-the-Scenes Photo of Kourtney Kardashian Working on Pregnancy Announcement for Blink-182 Show,E! Online,2 hours ago,2023-06-17 16:21:51.576609,"Kourtney Kardashian was photographed sitting on the floor and creating her pregnancy reveal poster, before she shared her and Travis Barker's big news at a...",https://www.eonline.com/ca/news/1377504/see-behind-the-scenes-photo-of-kourtney-kardashian-working-on-pregnancy-announcement-for-blink-182-show,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Boil water advisory issued for Amery, Wis. due to E. coli",CBS News,3 hours ago,2023-06-17 15:21:51.587609,Officials in the western Wisconsin city of Amery have issued a precautionary boil water advisory after E. coli bacteria were detected in the drinking water.,https://www.cbsnews.com/minnesota/news/boil-water-advisory-issued-for-amery-wis-due-to-e-coli/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Kourtney Kardashian's Pregnancy Reveal at Blink-182 Concert! | E! News,YouTube,4 hours ago,2023-06-17 14:21:51.599611,Kourtney Kardashian announces she's expecting her fourth child—her first with Travis Barker—during his Blink-182 concert in Los Angeles.,https://www.youtube.com/watch?v=Qco_JaUUHKc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Zendaya Feeds Tom Holland Ice Cream on Romantic London Stroll, Proving They’re the Coolest Couple",E! Online,4 hours ago,2023-06-17 14:21:51.610609,Zendaya and Tom Holland were photographed walking together during a day outing in London—and the photos of the couple will have your speedy senses tingling.,https://www.eonline.com/news/1377497/zendaya-feeds-tom-holland-ice-cream-on-romantic-london-stroll-proving-theyre-the-coolest-couple,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Kourtney Kardashian Is Pregnant, Expecting Baby With Travis Barker! | E! News",YouTube,5 hours ago,2023-06-17 13:21:51.621609,"After sharing their road to pregnancy on Hulu's ""The Kardashians,"" Kourtney Kardashian and blink-182 drummer Travis Barker are expecting their first baby...",https://www.youtube.com/watch?v=BGdkqKlyf_8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Prince Harry and Meghan Markle Miss King Charles III's Trooping the Colour Celebration,E! Online,5 hours ago,2023-06-17 13:21:51.632609,"Prince Harry and Meghan Markle were absent from King Charles III's Trooping the Colour celebration on June 17, days after reports surfaced that they didn't...",https://www.eonline.com/ca/news/1377494/prince-harry-and-meghan-markle-miss-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See the Royal Family at King Charles' Trooping the Colour Celebration,E! Online,6 hours ago,2023-06-17 12:21:51.643609,"Prince William, Kate Middleton and their kids, Prince George, 9, Princess Charlotte, 8, and Prince Louis, 5, were among those in attendance for King Charles...",https://www.eonline.com/news/1377305/see-the-royal-family-at-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Kourtney Kardashian and Travis Barker Expecting First Baby Together: Look Back at Their Whirlwind Romance,E! Online,7 hours ago,2023-06-17 11:21:51.654617,"One year after marrying Travis Barker, Kourtney Kardashian—who shares three kids with ex Scott Disick—shared she's pregnant with their first baby.",https://www.eonline.com/ca/news/1377492/kourtney-kardashian-and-travis-barker-expecting-first-baby-together-look-back-at-their-whirlwind-romance,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Daily Pilot e-newspaper: Saturday, June 17, 2023",Los Angeles Times,2 hours ago,2023-06-17 16:21:52.345736,"The Daily Pilot's e-newspaper includes Saturday's coverage of Newport Beach, Huntington Beach, Costa Mesa, Laguna Beach, Fountain Valley and other parts of...",https://www.latimes.com/socal/daily-pilot/news/story/2023-06-17/daily-pilot-e-newspaper-saturday-june-17-2023,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Jang-e-Azadi memorial probe not an attack on media: Bhagwant Mann,Hindustan Times,2 hours ago,2023-06-17 16:21:52.357742,Punjab CM Bhagwant Mann has said vigilance bureau calling an influential person for swindling funds in the Jang-e-Azadi memorial building was not attack on...,https://www.hindustantimes.com/cities/chandigarh-news/jangeazadi-memorial-probe-not-an-attack-on-media-bhagwant-mann-101687030092573.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Behind-the-Scenes Photo of Kourtney Kardashian Working on Pregnancy Announcement for Blink-182 Show,E! Online,2 hours ago,2023-06-17 16:21:52.370255,"Kourtney Kardashian was photographed sitting on the floor and creating her pregnancy reveal poster, before she shared her and Travis Barker's big news at a...",https://www.eonline.com/ca/news/1377504/see-behind-the-scenes-photo-of-kourtney-kardashian-working-on-pregnancy-announcement-for-blink-182-show,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Boil water advisory issued for Amery, Wis. due to E. coli",CBS News,3 hours ago,2023-06-17 15:21:52.381254,Officials in the western Wisconsin city of Amery have issued a precautionary boil water advisory after E. coli bacteria were detected in the drinking water.,https://www.cbsnews.com/minnesota/news/boil-water-advisory-issued-for-amery-wis-due-to-e-coli/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Kourtney Kardashian's Pregnancy Reveal at Blink-182 Concert! | E! News,YouTube,4 hours ago,2023-06-17 14:21:52.392254,Kourtney Kardashian announces she's expecting her fourth child—her first with Travis Barker—during his Blink-182 concert in Los Angeles.,https://www.youtube.com/watch?v=Qco_JaUUHKc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Zendaya Feeds Tom Holland Ice Cream on Romantic London Stroll, Proving They’re the Coolest Couple",E! Online,4 hours ago,2023-06-17 14:21:52.403254,Zendaya and Tom Holland were photographed walking together during a day outing in London—and the photos of the couple will have your speedy senses tingling.,https://www.eonline.com/news/1377497/zendaya-feeds-tom-holland-ice-cream-on-romantic-london-stroll-proving-theyre-the-coolest-couple,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Kourtney Kardashian Is Pregnant, Expecting Baby With Travis Barker! | E! News",YouTube,5 hours ago,2023-06-17 13:21:52.414255,"After sharing their road to pregnancy on Hulu's ""The Kardashians,"" Kourtney Kardashian and blink-182 drummer Travis Barker are expecting their first baby...",https://www.youtube.com/watch?v=BGdkqKlyf_8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Prince Harry and Meghan Markle Miss King Charles III's Trooping the Colour Celebration,E! Online,5 hours ago,2023-06-17 13:21:52.425254,"Prince Harry and Meghan Markle were absent from King Charles III's Trooping the Colour celebration on June 17, days after reports surfaced that they didn't...",https://www.eonline.com/ca/news/1377494/prince-harry-and-meghan-markle-miss-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See the Royal Family at King Charles' Trooping the Colour Celebration,E! Online,6 hours ago,2023-06-17 12:21:52.437254,"Prince William, Kate Middleton and their kids, Prince George, 9, Princess Charlotte, 8, and Prince Louis, 5, were among those in attendance for King Charles...",https://www.eonline.com/news/1377305/see-the-royal-family-at-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Kourtney Kardashian and Travis Barker Expecting First Baby Together: Look Back at Their Whirlwind Romance,E! Online,7 hours ago,2023-06-17 11:21:52.448254,"One year after marrying Travis Barker, Kourtney Kardashian—who shares three kids with ex Scott Disick—shared she's pregnant with their first baby.",https://www.eonline.com/ca/news/1377492/kourtney-kardashian-and-travis-barker-expecting-first-baby-together-look-back-at-their-whirlwind-romance,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Daily Pilot e-newspaper: Saturday, June 17, 2023",Los Angeles Times,2 hours ago,2023-06-17 16:21:53.135296,"The Daily Pilot's e-newspaper includes Saturday's coverage of Newport Beach, Huntington Beach, Costa Mesa, Laguna Beach, Fountain Valley and other parts of...",https://www.latimes.com/socal/daily-pilot/news/story/2023-06-17/daily-pilot-e-newspaper-saturday-june-17-2023,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Jang-e-Azadi memorial probe not an attack on media: Bhagwant Mann,Hindustan Times,2 hours ago,2023-06-17 16:21:53.146299,Punjab CM Bhagwant Mann has said vigilance bureau calling an influential person for swindling funds in the Jang-e-Azadi memorial building was not attack on...,https://www.hindustantimes.com/cities/chandigarh-news/jangeazadi-memorial-probe-not-an-attack-on-media-bhagwant-mann-101687030092573.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Behind-the-Scenes Photo of Kourtney Kardashian Working on Pregnancy Announcement for Blink-182 Show,E! Online,2 hours ago,2023-06-17 16:21:53.157306,"Kourtney Kardashian was photographed sitting on the floor and creating her pregnancy reveal poster, before she shared her and Travis Barker's big news at a...",https://www.eonline.com/ca/news/1377504/see-behind-the-scenes-photo-of-kourtney-kardashian-working-on-pregnancy-announcement-for-blink-182-show,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Boil water advisory issued for Amery, Wis. due to E. coli",CBS News,3 hours ago,2023-06-17 15:21:53.168819,Officials in the western Wisconsin city of Amery have issued a precautionary boil water advisory after E. coli bacteria were detected in the drinking water.,https://www.cbsnews.com/minnesota/news/boil-water-advisory-issued-for-amery-wis-due-to-e-coli/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See Kourtney Kardashian's Pregnancy Reveal at Blink-182 Concert! | E! News,YouTube,4 hours ago,2023-06-17 14:21:53.179819,Kourtney Kardashian announces she's expecting her fourth child—her first with Travis Barker—during his Blink-182 concert in Los Angeles.,https://www.youtube.com/watch?v=Qco_JaUUHKc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Zendaya Feeds Tom Holland Ice Cream on Romantic London Stroll, Proving They’re the Coolest Couple",E! Online,4 hours ago,2023-06-17 14:21:53.192821,Zendaya and Tom Holland were photographed walking together during a day outing in London—and the photos of the couple will have your speedy senses tingling.,https://www.eonline.com/news/1377497/zendaya-feeds-tom-holland-ice-cream-on-romantic-london-stroll-proving-theyre-the-coolest-couple,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Kourtney Kardashian Is Pregnant, Expecting Baby With Travis Barker! | E! News",YouTube,5 hours ago,2023-06-17 13:21:53.203818,"After sharing their road to pregnancy on Hulu's ""The Kardashians,"" Kourtney Kardashian and blink-182 drummer Travis Barker are expecting their first baby...",https://www.youtube.com/watch?v=BGdkqKlyf_8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Prince Harry and Meghan Markle Miss King Charles III's Trooping the Colour Celebration,E! Online,5 hours ago,2023-06-17 13:21:53.215825,"Prince Harry and Meghan Markle were absent from King Charles III's Trooping the Colour celebration on June 17, days after reports surfaced that they didn't...",https://www.eonline.com/ca/news/1377494/prince-harry-and-meghan-markle-miss-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
See the Royal Family at King Charles' Trooping the Colour Celebration,E! Online,6 hours ago,2023-06-17 12:21:53.228818,"Prince William, Kate Middleton and their kids, Prince George, 9, Princess Charlotte, 8, and Prince Louis, 5, were among those in attendance for King Charles...",https://www.eonline.com/news/1377305/see-the-royal-family-at-king-charles-iiis-trooping-the-colour-celebration,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Kourtney Kardashian and Travis Barker Expecting First Baby Together: Look Back at Their Whirlwind Romance,E! Online,7 hours ago,2023-06-17 11:21:53.239819,"One year after marrying Travis Barker, Kourtney Kardashian—who shares three kids with ex Scott Disick—shared she's pregnant with their first baby.",https://www.eonline.com/ca/news/1377492/kourtney-kardashian-and-travis-barker-expecting-first-baby-together-look-back-at-their-whirlwind-romance,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
